chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
,,244731,0,0,2,-2,0,3,5.3,5.3,3,Luis,4.8,303,False,,,77,244731.jpg,4.8,Díaz,13.0,False,,a,11,14,19,871655,26666,318969,52512,0.6,2.5,Luis Díaz,257,2,0,1,3,0,0,0,0,0,0,1,54,74.2,48.3,91.0,21.3,4,1.35,0.32,1.67,3.50,87,32,99,68,42,24,53,33,,,,,,,0.47,0.0,0.11,0.58,1.23,1.05,19,11,40,18,51,23,29,11,1.4,0.35
100.0,100.0,243016,0,0,0,0,0,3,1.5,1.5,3,Alexis,1.0,304,False,,2023-08-19T18:00:06.968162Z,60,243016.jpg,1.0,Mac Allister,5.4,False,,a,11,14,4,63746,3935,645825,22913,0.2,0.7,Mac Allister,309,0,0,1,3,0,0,0,1,1,0,0,36,45.6,33.3,0.0,7.9,4,0.00,0.32,0.32,5.92,170,64,135,86,694,296,209,97,,,,,,,0.0,0.0,0.09,0.09,1.72,0.87,68,42,273,126,350,166,69,20,1.17,0.29
,,60914,0,0,-1,1,0,2,2.5,2.5,6,Joel,2.0,305,False,,,49,60914.jpg,4.0,Matip,0.4,False,,a,11,14,8,12100,3897,10301,890,0.4,1.6,Matip,166,0,0,1,1,0,0,0,0,0,0,0,34,17.8,12.4,14.0,4.4,2,0.40,0.02,0.42,2.26,265,104,233,70,203,59,274,98,,,,,,,0.22,0.0,0.01,0.23,1.23,0.54,242,27,158,52,70,19,252,97,1.08,0.54
0.0,0.0,197464,0,0,0,0,0,2,0.0,0.0,0,Nathaniel,0.0,306,False,Loaned to Celtic - expected back January,2023-09-01T07:23:15.190757Z,40,197464.jpg,0.0,Phillips,0.2,False,,u,11,14,0,2433,0,9501,2115,0.0,0.0,Phillips,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,416,153,399,150,367,131,424,154,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,626,180,419,147,420,147,316,123,0.0,0.0
,,122798,0,0,0,0,0,2,3.5,3.5,6,Andrew,3.0,307,False,,,65,122798.jpg,3.0,Robertson,4.5,False,,a,11,14,12,124830,14810,108634,8281,0.5,1.8,Robertson,360,0,0,1,3,0,0,0,0,0,0,0,74,81.0,101.8,4.0,18.7,4,0.00,0.37,0.37,5.23,68,18,24,7,282,97,69,12,2.0,,,,,,0.0,0.0,0.09,0.09,1.31,0.75,47,3,103,27,128,37,81,33,1.0,0.25
,,118748,0,0,0,0,0,3,6.3,6.3,8,Mohamed,5.8,308,False,,,125,118748.jpg,5.8,Salah,25.8,False,,a,11,14,23,411347,26380,619737,46121,0.5,1.8,Salah,341,2,2,1,3,0,0,1,0,0,0,0,75,131.8,101.2,222.0,45.5,4,2.49,0.61,3.10,4.94,18,8,25,17,3,1,4,3,,,2.0,,2.0,,0.66,0.0,0.16,0.82,1.3,0.79,3,1,21,12,23,12,12,5,1.06,0.26
,,424876,0,0,0,0,0,3,5.3,5.3,10,Dominik,4.8,309,False,,,70,424876.jpg,4.8,Szoboszlai,4.1,False,,a,11,14,19,126432,29316,132150,9582,0.7,2.7,Szoboszlai,360,1,1,1,3,0,0,0,0,0,0,2,86,71.0,104.2,49.0,22.4,4,0.28,0.51,0.79,5.23,98,37,23,16,87,52,51,31,3.0,,,,,,0.07,0.0,0.13,0.2,1.31,0.75,31,18,38,17,49,22,85,24,1.0,0.25
0.0,0.0,61558,0,0,-1,1,0,3,0.0,0.0,0,Thiago,0.0,310,False,Lack of match fitness - Expected back 16 Sep,2023-08-25T09:30:07.201442Z,49,61558.jpg,0.0,Alcántara do Nascimento,0.1,False,,i,11,14,0,1727,20,14383,1073,0.0,0.0,Thiago,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,624,247,620,246,613,239,631,250,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,243,156,628,250,629,250,363,112,0.0,0.0
,,214285,0,0,-1,1,0,2,0.7,0.7,0,Konstantinos,0.2,311,False,,,44,214285.jpg,1.0,Tsimikas,0.1,False,,a,11,14,1,1012,181,4204,362,0.0,0.2,Tsimikas,4,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.3,0.0,0.1,0,0.00,0.00,0.00,0.28,374,137,344,127,477,195,379,136,4.0,,,,,,0.0,0.0,0.0,0.0,6.3,0.0,525,141,349,123,276,96,408,158,0.0,0.0
0.0,0.0,444765,0,0,0,0,0,2,0.0,0.0,0,Sepp,0.0,312,False,Season long loan to Mainz 05,2023-07-17T06:21:35.145355Z,40,444765.jpg,0.0,van den Berg,0.0,False,,u,11,14,0,0,0,1502,98,0.0,0.0,Van den Berg,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,448,173,433,171,403,154,456,174,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,665,206,454,170,455,170,561,198,0.0,0.0
100.0,0.0,97032,0,0,0,0,0,2,1.0,0.0,0,Virgil,0.5,313,False,,2023-08-27T23:00:07.145433Z,60,97032.jpg,0.7,van Dijk,6.7,False,,a,11,14,2,130975,2654,447763,54027,0.1,0.3,Virgil,207,0,0,0,3,0,0,0,0,1,0,0,24,38.6,11.9,26.0,7.7,3,0.24,0.04,0.28,6.04,197,78,239,74,140,28,216,72,,,3.0,,,,0.1,0.0,0.02,0.12,2.63,1.3,64,4,334,112,370,122,60,22,1.3,0.0
,,441428,0,0,0,0,0,2,1.0,1.0,1,Jarell,0.5,626,False,,,40,441428.jpg,1.0,Quansah,0.1,False,,a,11,14,2,2172,522,1621,216,0.1,0.5,Quansah,32,0,0,0,0,0,0,0,0,0,0,0,5,6.0,0.2,0.0,0.6,0,0.00,0.00,0.00,0.48,329,126,349,128,400,151,355,128,,,,,,,0.0,0.0,0.0,0.0,1.35,0.0,662,203,305,102,269,89,473,179,0.0,0.0
,,491970,0,0,0,0,0,3,0.5,0.5,0,Bobby,0.0,627,False,,,45,491970.jpg,0.0,Clark,0.0,False,,a,11,14,0,466,70,762,79,0.0,0.0,Clark,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,598,229,594,228,584,220,605,232,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,456,241,601,232,602,232,594,232,0.0,0.0
,,496208,0,0,0,0,0,3,0.7,0.7,0,Ben,0.2,628,False,,,45,496208.jpg,1.0,Doak,0.1,False,,a,11,14,1,2546,162,2971,277,0.0,0.2,Doak,13,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.8,0.0,0.1,0,0.00,0.00,0.00,0.14,376,172,325,164,586,222,381,174,,,,,,,0.0,0.0,0.0,0.0,0.97,0.0,458,243,361,166,307,132,487,169,0.0,0.0
,,491501,0,0,0,0,0,3,0.5,0.5,0,James,0.0,629,False,,,45,491501.jpg,0.0,McConnell,0.0,False,,a,11,14,0,284,35,625,42,0.0,0.0,McConnell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,597,228,593,227,583,219,604,231,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,455,240,600,231,601,231,621,249,0.0,0.0
,,158983,0,0,0,0,0,3,1.5,1.5,1,Wataru,1.0,668,False,,,55,158983.jpg,1.0,Endo,0.1,False,,a,11,14,3,3882,413,1950,533,0.2,0.5,Endo,87,0,0,0,1,0,0,0,0,0,0,0,14,14.2,2.1,0.0,1.6,1,0.00,0.01,0.01,2.34,278,118,302,154,680,288,334,153,,,,,,,0.0,0.0,0.01,0.01,2.42,1.03,100,61,269,123,344,162,493,173,1.03,0.0
,,437742,0,0,-1,1,0,3,-0.5,-0.5,0,Albert,0.0,21,False,,,49,437742.jpg,0.0,Sambi Lokonga,0.0,False,,a,12,102,0,172,34,815,57,0.0,0.0,Sambi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,644,263,640,262,635,257,650,265,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,297,197,646,264,647,264,591,231,0.0,0.0
,,184704,-1,1,-1,1,0,3,0.8,0.8,1,Marvelous,1.3,52,False,,,44,184704.jpg,1.3,Nakamba,1.0,False,,a,12,102,4,22865,3261,50303,3985,0.3,0.9,Nakamba,270,0,0,0,9,0,0,0,2,0,0,0,37,40.0,61.1,2.0,10.3,3,0.01,0.25,0.26,7.25,188,74,66,46,290,141,163,80,,,,,,,0.0,0.0,0.08,0.08,2.42,3.0,516,269,210,96,238,109,163,51,1.0,0.0
,,174310,0,0,-1,1,0,4,1.5,1.5,2,Elijah,2.0,314,False,,,49,174310.jpg,2.0,Adebayo,0.8,False,,a,12,102,6,11427,1220,42632,3950,0.4,1.2,Adebayo,202,0,0,0,4,0,0,0,0,0,0,0,8,8.8,34.5,27.0,7.1,3,0.40,0.16,0.56,3.93,310,36,132,15,134,32,226,31,,,,,2.0,,0.18,0.0,0.07,0.25,1.75,1.78,266,53,159,23,184,27,182,33,1.34,0.0
,,208904,0,0,0,0,0,2,2.5,2.5,8,Mads Juel,3.0,315,False,,,40,208904.jpg,3.0,Andersen,0.8,False,,a,12,102,9,21108,15783,19802,1807,0.8,2.2,Andersen,178,1,0,0,4,0,0,0,1,0,0,1,35,65.0,1.2,23.0,9.0,2,0.21,0.00,0.21,3.48,117,45,314,113,151,31,186,58,,,,,,,0.11,0.0,0.0,0.11,1.76,2.02,632,184,92,24,111,31,183,69,1.01,0.0
,,165183,0,0,0,0,0,2,0.2,0.2,1,Amari'i,0.7,316,False,,,40,165183.jpg,0.7,Bell,6.6,False,,a,12,102,2,35896,2046,193051,14356,0.2,0.5,Bell,270,0,0,0,9,0,0,0,0,0,0,0,39,65.4,3.0,0.0,6.8,3,0.00,0.04,0.04,7.25,116,44,292,101,360,126,229,78,,,,,,,0.0,0.0,0.01,0.01,2.42,3.0,619,175,298,98,361,117,61,23,1.0,0.0
,,82738,0,0,-1,1,0,3,-0.2,-0.2,0,Luke,0.3,317,False,,,49,82738.jpg,1.0,Berry,0.0,False,,a,12,102,1,401,30,3417,218,0.1,0.2,Berry,2,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,1.22,625,248,621,247,614,240,632,251,,,3.0,,,,0.0,0.0,0.0,0.0,54.9,45.0,245,158,338,158,315,138,504,179,0.0,0.0
100.0,100.0,156658,0,0,0,0,0,2,0.2,0.2,1,Reece,0.7,318,False,,2023-08-04T11:00:04.302248Z,40,156658.jpg,1.0,Burke,0.0,False,,a,12,102,2,970,282,1438,115,0.2,0.5,Burke,166,0,0,0,5,0,0,0,0,0,0,0,22,30.8,22.4,15.0,6.8,2,0.26,0.02,0.28,3.08,224,89,176,47,194,52,228,77,,,,,,,0.14,0.0,0.01,0.15,1.67,2.71,617,174,297,97,267,87,512,189,1.08,0.0
0.0,0.0,193195,0,0,-1,1,0,3,0.0,0.0,0,Allan,0.0,319,False,Season-long loan to Millwall,2023-09-01T15:34:04.323217Z,49,193195.jpg,0.0,Campbell,0.0,False,,u,12,102,0,182,0,2490,355,0.0,0.0,Campbell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,636,258,632,257,626,251,642,260,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,273,181,638,259,639,259,554,210,0.0,0.0
0.0,0.0,96784,0,0,-1,1,0,3,0.0,0.0,0,Jordan,0.0,320,False,Ankle injury - Unknown return date,2023-08-06T23:30:05.803333Z,49,96784.jpg,0.0,Clark,0.0,False,,i,12,102,0,190,6,902,35,0.0,0.0,Clark,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,628,251,624,250,617,243,635,254,3.0,,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,250,163,631,253,632,253,662,273,0.0,0.0
75.0,,244262,0,0,-1,1,0,2,0.4,0.5,2,Alfie,1.0,321,False,Knock - 75% chance of playing,2023-09-02T17:00:07.683278Z,44,244262.jpg,1.0,Doughty,0.1,False,,d,12,102,3,1035,82,6655,643,0.2,0.7,Doughty,123,0,0,0,5,0,0,0,0,0,0,0,13,19.6,17.3,8.0,4.5,1,0.02,0.19,0.21,3.98,258,101,197,55,229,72,271,97,2.0,,2.0,,,,0.01,0.0,0.14,0.15,2.91,3.66,546,150,245,80,280,98,395,149,0.73,0.0
0.0,0.0,49083,0,0,-1,1,0,3,0.0,0.0,0,Luke,0.0,322,False,Released,2023-08-25T08:38:56.197815Z,49,49083.jpg,0.0,Freeman,0.0,False,,u,12,102,0,59,0,1463,95,0.0,0.0,Freeman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,622,245,618,244,611,237,629,248,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,237,152,626,248,627,248,624,251,0.0,0.0
0.0,,113534,0,0,0,0,0,1,0.0,-0.5,0,Matt,0.0,323,False,Released from contract,2023-09-03T20:04:04.658822Z,40,113534.jpg,0.0,Macey,0.5,False,,u,12,102,0,1324,70,14544,1659,0.0,0.0,Macey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,399,37,382,21,349,17,407,37,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,607,47,403,37,403,37,218,30,0.0,0.0
0.0,0.0,422303,0,0,0,0,0,4,0.0,0.0,0,John,0.0,324,False,Season-long loan to Barnsley,2023-08-28T08:17:07.837499Z,45,422303.jpg,0.0,McAtee,1.7,False,,u,12,102,0,7174,0,119789,14437,0.0,0.0,McAtee,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,573,56,570,60,558,60,580,60,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,414,69,580,61,581,61,134,22,0.0,0.0
0.0,0.0,453537,0,0,0,0,0,3,0.0,0.0,0,Carlos,0.0,325,False,Permanent transfer to Bolton Wanderers,2023-07-26T11:29:40.140241Z,45,453537.jpg,0.0,Mendes Gomes,0.0,False,,u,12,102,0,0,0,1054,57,0.0,0.0,Mendes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,580,219,577,218,566,210,587,222,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,429,228,586,223,587,223,639,258,0.0,0.0
,,156700,0,0,0,0,0,4,4.5,4.5,5,Carlton,5.0,326,False,,,55,156700.jpg,5.0,Morris,1.4,False,,a,12,102,15,57731,6795,52267,5541,0.9,2.7,Morris,270,1,1,0,9,0,0,0,0,0,0,2,55,63.4,30.7,78.0,17.2,3,1.36,0.37,1.73,7.25,122,16,144,18,48,17,78,17,,,,,1.0,,0.45,0.0,0.12,0.57,2.42,3.0,99,30,31,10,41,11,141,23,1.0,0.0
0.0,0.0,174595,0,0,0,0,0,4,0.0,0.0,0,Admiral,0.0,327,False,Season-long loan to Exeter City,2023-09-01T14:47:17.297340Z,45,174595.jpg,0.0,Muskwe,0.2,False,,u,12,102,0,1383,0,8953,1324,0.0,0.0,Muskwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,555,51,551,55,535,55,562,55,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,367,64,562,56,563,56,345,56,0.0,0.0
,,229164,0,0,-1,1,0,4,0.5,0.5,1,Chiedozie,1.0,328,False,,,49,229164.jpg,1.0,Ogbene,0.1,False,,a,12,102,3,1277,156,6157,536,0.2,0.6,Ogbene,39,0,0,0,3,0,0,0,0,0,0,0,10,3.8,1.3,13.0,1.8,0,0.03,0.02,0.05,2.04,339,41,313,41,207,41,329,42,,,,,,,0.07,0.0,0.05,0.12,4.71,6.92,289,57,263,36,326,45,390,63,0.0,0.0
0.0,0.0,168035,0,0,0,0,0,3,0.0,0.0,0,Fred,0.0,329,False,Season long loan to Rotherham,2023-07-31T07:05:08.472622Z,50,168035.jpg,0.0,Onyedinma,0.0,False,,u,12,102,0,0,0,167,0,0.0,0.0,Onyedinma,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,657,272,654,270,648,264,661,272,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,190,117,657,271,658,271,696,295,0.0,0.0
0.0,0.0,199056,0,0,0,0,0,2,0.0,0.0,0,Gabriel,0.0,330,False,Knee injury - Expected back 16 Sep,2023-08-04T11:00:04.319102Z,45,199056.jpg,0.0,Osho,0.0,False,,i,12,102,0,245,33,1018,78,0.0,0.0,Osho,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,559,219,555,218,540,214,566,219,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,374,73,566,218,567,218,635,216,0.0,0.0
0.0,0.0,490180,0,0,0,0,0,4,0.0,0.0,0,Aribim,0.0,331,False,Season long loan to Bromley,2023-08-21T08:33:51.407917Z,45,490180.jpg,0.0,Pepple,0.1,False,,u,12,102,0,838,0,9391,758,0.0,0.0,Pepple,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,595,64,591,67,581,68,602,68,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,451,79,598,67,599,67,366,58,0.0,0.0
0.0,0.0,243532,0,0,-1,1,0,3,0.0,0.0,0,Dion,0.0,332,False,Season-long loan to Sutton United,2023-09-01T14:46:43.900668Z,44,243532.jpg,0.0,Pereira,0.1,False,,u,12,102,0,1744,0,9550,1373,0.0,0.0,Pereira,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,528,191,516,189,494,180,535,194,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,544,278,536,196,537,196,378,118,0.0,0.0
0.0,0.0,108411,0,0,0,0,0,2,0.0,0.0,0,Dan,0.0,333,False,Ankle injury - Unknown return date,2023-08-06T23:30:05.828555Z,40,108411.jpg,0.0,Potts,0.1,False,,i,12,102,0,618,51,3478,239,0.0,0.0,Potts,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,396,143,378,140,345,120,404,144,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,603,168,400,137,400,137,471,177,0.0,0.0
0.0,,165152,0,0,-1,1,0,3,0.0,-0.5,0,Glen,0.0,334,False,Released from contract,2023-09-03T20:07:55.555731Z,44,165152.jpg,0.0,Rea,0.0,False,,u,12,102,0,883,250,2625,296,0.0,0.0,Rea,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,504,182,491,180,465,171,511,185,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,511,267,512,187,513,187,494,174,0.0,0.0
,,77818,-1,1,-1,1,0,1,-0.5,-0.5,0,James,0.0,335,False,,,44,77818.jpg,0.0,Shea,0.2,False,,a,12,102,0,519,67,5482,419,0.0,0.0,Shea,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,489,75,475,62,448,58,496,75,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,490,28,496,74,497,75,343,53,0.0,0.0
0.0,0.0,242500,0,0,0,0,0,4,0.0,0.0,0,Joe,0.0,336,False,Season long loan to Colchester United,2023-08-11T10:53:00.375635Z,45,242500.jpg,0.0,Taylor,0.2,False,,u,12,102,0,0,0,15946,779,0.0,0.0,Taylor,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,569,55,566,59,554,59,576,59,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,407,68,576,60,577,60,336,55,0.0,0.0
0.0,0.0,232477,0,0,0,0,0,3,0.0,0.0,0,Elliot,0.0,337,False,Joined Shrewsbury Town on a season-long loan,2023-07-13T12:00:04.224388Z,45,232477.jpg,0.0,Thorpe,0.0,False,,u,12,102,0,14,0,434,19,0.0,0.0,Thorpe,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,566,212,563,211,550,203,573,215,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,399,220,573,216,574,216,667,276,0.0,0.0
0.0,0.0,207722,0,0,0,0,0,1,0.0,0.0,0,Jack,0.0,338,False,Joined Dundee United on a season-long loan - Expected back 01 Jul,2023-07-11T09:00:04.234257Z,40,207722.jpg,0.0,Walton,0.0,False,,u,12,102,0,0,0,409,37,0.0,0.0,Walton,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,421,48,404,32,372,28,429,48,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,631,58,424,47,425,48,629,75,0.0,0.0
0.0,,223333,0,0,-1,1,0,3,0.0,-0.5,0,Louie,0.0,339,False,Season-long loan to Charlton,2023-09-01T21:49:21.681463Z,44,223333.jpg,0.0,Watson,0.3,False,,u,12,102,0,3951,31,15865,2400,0.0,0.0,Watson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,518,186,505,184,483,175,525,189,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,532,273,526,191,527,191,281,83,0.0,0.0
,,91046,0,0,0,0,0,4,0.2,0.2,1,Cauley,0.7,340,False,,,45,91046.jpg,1.0,Woodrow,0.6,False,,a,12,102,2,14783,800,27927,2554,0.2,0.4,Woodrow,8,0,0,0,2,0,0,0,0,0,0,0,10,9.4,32.4,6.0,4.8,0,0.00,0.39,0.39,1.42,303,35,137,17,243,44,268,37,,,,,3.0,,0.0,0.0,4.39,4.39,15.98,22.5,345,63,300,42,290,40,200,35,0.0,0.0
,,244856,0,0,-1,1,0,2,-0.5,-0.5,0,Teden,0.0,393,False,,,39,244856.jpg,0.0,Mengi,0.3,False,,a,12,102,0,18079,12750,4167,1362,0.0,0.0,Mengi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,378,138,357,132,324,112,385,138,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,702,228,381,131,381,131,270,105,0.0,0.0
,,232351,0,0,0,0,0,2,0.5,0.5,2,Ryan,1.0,553,False,,,45,232351.jpg,1.0,Giles,0.1,False,,a,12,102,3,2213,318,5148,420,0.2,0.7,Giles,250,0,0,0,8,0,0,0,0,0,0,0,38,43.2,85.2,17.0,14.6,3,0.06,0.32,0.38,7.05,173,69,36,9,179,45,103,24,1.0,,,,,,0.02,0.0,0.12,0.14,2.54,2.88,398,91,250,84,297,107,365,143,1.08,0.0
75.0,,108796,0,0,-1,1,0,2,-0.4,-0.5,0,Tom,0.0,575,False,Thigh injury - 75% chance of playing,2023-09-02T17:00:08.339119Z,44,108796.jpg,0.0,Lockyer,0.1,False,,d,12,102,0,1089,26,6722,888,0.0,0.0,Lockyer,180,0,0,0,7,0,0,0,1,0,0,0,20,38.6,0.5,2.0,4.1,2,0.00,0.02,0.02,6.19,196,77,336,122,288,100,281,103,,,,,,,0.0,0.0,0.01,0.01,3.1,3.5,495,122,501,196,502,196,370,144,1.0,0.0
,,104047,0,0,-1,1,0,3,0.8,0.8,1,Pelly Ruddock,1.3,582,False,,,49,104047.jpg,1.3,Mpanzu,0.0,False,,a,12,102,4,710,33,2529,207,0.3,0.8,Mpanzu,119,0,0,0,4,0,0,0,0,0,0,0,4,2.2,2.0,20.0,2.2,1,0.27,0.56,0.83,3.16,354,160,304,155,166,92,320,141,,,,,,,0.2,0.0,0.42,0.62,2.39,3.03,251,164,212,98,241,110,506,181,0.76,0.0
,,222677,0,0,0,0,0,3,1.5,1.5,2,Tahith,2.0,586,False,,,50,222677.jpg,2.0,Chong,0.1,False,,a,12,102,6,2341,228,4984,487,0.4,1.2,Chong,246,0,0,0,7,0,0,0,0,0,0,0,8,11.8,8.3,17.0,3.4,3,0.22,0.07,0.29,5.76,288,124,261,140,187,100,292,128,,,,,,,0.08,0.0,0.03,0.11,2.11,2.56,203,127,162,69,192,84,413,131,1.1,0.0
,,476369,0,0,0,0,0,2,0.5,0.5,1,Issa,1.0,602,False,,,40,476369.jpg,1.0,Kaboré,5.4,False,,a,12,102,3,63103,2582,115968,10646,0.2,0.8,Kaboré,151,0,0,0,4,0,0,0,1,0,0,0,21,7.0,20.9,14.0,4.2,2,0.05,0.29,0.34,3.27,324,124,187,52,198,54,278,100,,,,,,,0.03,0.0,0.17,0.2,1.95,2.38,680,214,243,79,271,91,70,27,1.19,0.0
,,54738,0,0,0,0,0,1,1.5,1.5,1,Thomas,2.0,614,False,,,45,54738.jpg,2.0,Kaminski,0.2,False,,a,12,102,6,4677,285,4082,329,0.4,1.3,Kaminski,270,0,0,0,9,0,0,0,0,0,14,1,54,113.2,0.0,0.0,11.3,3,0.00,0.00,0.00,7.25,35,10,539,67,520,63,146,10,,,,,,,0.0,4.67,0.0,0.0,2.42,3.0,333,13,152,17,175,20,329,52,1.0,0.0
,,88894,0,0,0,0,0,3,0.8,0.8,2,Ross,1.3,630,False,,,50,88894.jpg,2.0,Barkley,0.1,False,,a,12,102,4,2972,264,9200,652,0.3,0.8,Barkley,146,0,0,0,4,0,0,0,0,0,0,0,17,10.2,64.8,17.0,8.9,2,0.24,0.31,0.55,2.88,297,129,60,42,186,99,190,92,,,,,,,0.15,0.0,0.19,0.34,1.78,2.47,172,105,214,100,189,82,371,114,1.23,0.0
,,242453,0,0,0,0,0,4,1.2,1.2,1,Jacob,1.7,631,False,,,50,242453.jpg,1.7,Brown,0.1,False,,a,12,102,5,10263,488,8228,835,0.3,1.0,Brown,65,0,1,0,5,0,0,0,1,0,0,0,10,5.2,0.6,34.0,3.5,0,0.19,0.00,0.19,3.32,334,40,333,43,113,28,289,38,,,,,,,0.26,0.0,0.0,0.26,4.6,6.92,208,45,189,29,220,30,368,59,0.0,0.0
