chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
,,552030,0,0,0,0,0,2,-0.5,-0.5,0,Aidan,0.0,648,False,,,40,552030.jpg,0.0,Francis-Clarke,0.0,False,,a,12,102,0,667,51,438,53,0.0,0.0,Francis-Clarke,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,477,188,461,185,432,169,484,188,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,698,225,482,184,483,184,566,200,0.0,0.0
,,20480,0,0,0,0,0,1,-0.5,-0.5,0,Tim,0.0,665,False,,,45,20480.jpg,0.0,Krul,0.0,False,,a,12,102,0,920,61,490,99,0.0,0.0,Krul,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,547,78,537,66,517,62,554,78,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,330,12,554,77,555,78,560,70,0.0,0.0
,,611011,0,0,0,0,0,2,-0.5,-0.5,0,Joseph,0.0,682,False,,,40,611011.jpg,0.0,Johnson,0.0,False,,a,12,102,0,420,99,95,47,0.0,0.0,Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,478,189,462,186,433,170,485,189,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,699,226,483,185,484,185,637,217,0.0,0.0
100.0,75.0,211975,0,0,1,-1,0,2,4.8,3.6,2,Manuel,3.8,341,False,,2023-08-27T23:00:07.209360Z,51,211975.jpg,5.0,Akanji,8.8,False,,a,13,43,15,705223,9125,390378,34205,0.7,2.9,Akanji,270,0,0,2,1,0,0,0,0,0,0,1,69,53.8,23.8,5.0,8.2,3,0.03,0.22,0.25,2.04,149,61,170,42,259,87,202,66,,,,,,,0.01,0.0,0.07,0.08,0.68,0.33,162,16,70,20,40,10,50,15,1.0,0.67
100.0,100.0,126184,0,0,1,-1,0,2,5.2,5.2,8,Nathan,4.2,342,False,,2023-08-06T23:30:05.855914Z,51,126184.jpg,5.7,Aké,7.3,False,,a,13,43,17,399944,58438,200087,9404,0.8,3.3,Aké,258,1,0,1,2,0,0,0,0,0,0,1,74,76.2,6.5,38.0,12.1,3,0.45,0.03,0.48,2.41,79,24,271,90,105,17,133,35,,,,,,,0.16,0.0,0.01,0.17,0.84,0.7,160,15,52,11,24,5,54,18,1.05,0.35
,,461358,1,-1,2,-2,1,4,8.0,8.0,14,Julián,7.0,343,True,,,67,461358.jpg,7.0,Álvarez,12.6,False,,a,13,43,28,879160,258826,219932,13885,1.0,4.2,J.Alvarez,359,2,3,2,2,0,0,0,1,0,0,4,116,115.8,170.2,137.0,42.2,4,1.94,0.59,2.53,2.77,34,5,8,1,18,7,9,2,3.0,,2.0,,3.0,,0.49,0.0,0.15,0.64,0.69,0.5,41,15,7,2,8,2,33,7,1.0,0.5
100.0,100.0,165809,0,0,-1,1,0,3,2.2,2.2,0,Bernardo,1.2,344,False,,2023-08-15T21:30:06.243918Z,64,165809.jpg,1.7,Veiga de Carvalho e Silva,1.9,False,,a,13,43,5,43464,1925,315196,13794,0.2,0.8,Bernardo,194,0,0,1,1,0,0,0,1,0,0,0,27,22.2,69.9,10.0,10.2,2,0.00,0.80,0.80,1.03,248,98,53,38,221,112,167,82,,,,,,,0.0,0.0,0.37,0.37,0.48,0.46,55,33,236,109,222,102,125,40,0.93,0.46
,,477555,0,0,-1,1,0,3,1.2,1.2,1,Oscar,0.2,345,False,,,44,477555.jpg,1.0,Bobb,0.0,False,,a,13,43,1,559,143,1354,116,0.0,0.2,Bobb,1,0,0,0,0,0,0,0,0,0,0,0,5,2.4,0.8,2.0,0.5,0,0.00,0.01,0.01,0.00,349,156,323,163,293,143,363,164,,,,,,,0.0,0.0,0.9,0.9,0.0,0.0,561,290,354,162,286,126,556,212,0.0,0.0
0.0,,121145,0,0,-2,2,0,2,0.0,1.0,0,João,0.0,346,False,Season-long loan to Barcelona,2023-09-01T21:47:31.722632Z,58,121145.jpg,0.0,Cancelo,1.8,False,,u,13,43,0,23685,173,206940,32762,0.0,0.0,Cancelo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,688,229,688,229,687,229,690,229,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,82,5,687,228,688,228,131,50,0.0,0.0
,,17601,0,0,0,0,0,1,1.0,1.0,0,Scott,0.0,347,False,,,40,17601.jpg,0.0,Carson,0.1,False,,a,13,43,0,625,54,1952,197,0.0,0.0,Carson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,380,25,359,8,326,4,387,25,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,582,34,383,25,383,25,456,64,0.0,0.0
0.0,0.0,463210,0,0,0,0,0,3,0.0,0.0,0,Shea,0.0,348,False,Permanent Transfer to Southampton,2023-07-11T09:00:10.230763Z,45,463210.jpg,0.0,Charles,0.0,False,,u,13,43,0,0,0,30,2,0.0,0.0,Charles,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,586,222,583,221,572,213,593,225,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,437,232,590,225,591,225,703,300,0.0,0.0
0.0,0.0,61366,0,0,-2,2,0,3,0.0,0.0,0,Kevin,0.2,349,False,Hamstring injury - Expected back 16 Dec,2023-08-12T08:00:06.610027Z,103,61366.jpg,1.0,De Bruyne,2.1,False,,i,13,43,1,7830,209,1241565,12613,0.0,0.1,De Bruyne,22,0,0,0,0,0,0,0,0,0,0,0,4,2.4,18.8,1.0,2.2,1,0.02,0.16,0.18,0.10,350,157,192,112,322,161,322,143,1.0,,1.0,,4.0,,0.08,0.0,0.65,0.73,0.41,0.0,4,2,378,177,357,171,121,38,4.09,0.0
,,171314,0,0,0,0,0,2,3.8,3.8,2,Rúben,2.8,350,False,,,55,171314.jpg,3.7,Gato Alves Dias,8.4,False,,a,13,43,11,291695,23561,211404,18524,0.5,2.0,Rúben,270,0,0,1,2,0,0,0,0,0,0,1,54,53.0,14.1,6.0,7.4,3,0.03,0.12,0.15,2.47,152,62,223,66,252,85,223,75,,,,,,,0.01,0.0,0.04,0.05,0.82,0.67,101,7,114,32,91,26,51,16,1.0,0.33
,,121160,0,0,1,-1,0,1,5.2,5.2,3,Ederson,4.2,352,False,,,56,121160.jpg,4.2,Santana de Moraes,20.9,False,,a,13,43,17,588297,41601,205390,29821,0.8,3.0,Ederson M.,360,0,0,2,2,0,0,0,0,0,5,0,76,67.0,10.0,0.0,7.6,4,0.00,0.02,0.02,2.77,111,17,257,2,686,84,218,16,,,,,,,0.0,1.25,0.0,0.0,0.69,0.5,88,1,54,6,64,6,18,3,1.0,0.5
,,209244,0,0,1,-1,0,3,6.2,6.2,5,Phil,5.2,353,False,,,76,209244.jpg,5.2,Foden,13.9,False,,a,13,43,21,769108,25436,314440,35415,0.7,2.8,Foden,273,0,3,2,1,0,0,0,0,0,0,3,78,92.0,167.1,82.0,34.2,3,0.62,0.84,1.46,2.45,53,23,10,9,46,27,18,14,2.0,,4.0,,,,0.2,0.0,0.28,0.48,0.81,0.33,20,12,28,14,35,17,28,10,0.99,0.66
,,114283,-1,1,-2,2,0,3,3.5,3.5,0,Jack,2.5,354,False,,,73,114283.jpg,5.0,Grealish,3.7,False,,a,13,43,10,55347,1870,248962,35076,0.3,1.4,Grealish,180,0,1,1,1,0,0,0,0,0,0,2,40,44.4,83.4,52.0,18.0,2,0.38,0.51,0.89,1.02,171,65,40,28,83,49,74,46,4.0,,,,,,0.19,0.0,0.26,0.45,0.51,0.5,23,14,133,59,44,20,91,27,1.0,0.5
,,223094,1,-1,1,-1,2,4,10.8,10.8,20,Erling,9.8,355,True,,,141,223094.jpg,9.8,Haaland,91.8,False,,a,13,43,39,352470,46333,85269,3636,0.7,2.8,Haaland,349,6,1,2,2,0,0,1,0,0,0,6,161,224.4,71.8,248.0,54.4,4,4.54,0.18,4.72,2.70,1,1,51,3,1,1,1,1,,,,,1.0,,1.17,0.0,0.05,1.22,0.7,0.52,1,1,1,1,1,1,1,1,1.03,0.52
,,91651,0,0,0,0,0,3,3.5,3.5,2,Mateo,2.5,356,False,,,50,91651.jpg,2.5,Kovačić,0.9,False,,a,13,43,10,28660,2149,50208,5342,0.5,2.0,Kovačić,325,0,0,2,2,0,0,0,0,0,0,0,69,39.8,72.6,18.0,13.1,3,0.15,0.54,0.69,2.27,189,75,50,37,173,95,121,63,,,,,,,0.04,0.0,0.15,0.19,0.63,0.55,174,106,127,56,153,65,170,55,0.83,0.55
0.0,0.0,146941,0,0,-1,1,0,2,0.0,0.0,0,Aymeric,0.2,357,False,Transferred to Al Nassr,2023-08-25T08:36:39.711991Z,49,146941.jpg,1.0,Laporte,0.2,False,,u,13,43,1,2340,0,28986,1830,0.0,0.2,Laporte,11,0,0,0,0,0,0,0,0,0,0,0,4,11.4,0.1,17.0,2.9,0,0.12,0.00,0.12,0.07,289,110,354,131,184,48,304,110,,,,,,,0.98,0.0,0.0,0.98,0.57,0.0,259,28,366,128,319,113,340,131,0.0,0.0
,,477064,0,0,0,0,0,2,2.8,2.8,1,Rico,1.8,358,False,,,45,477064.jpg,3.5,Lewis,0.4,False,,a,13,43,7,29884,306,37187,3304,0.4,1.6,R.Lewis,79,0,0,1,0,0,0,0,0,0,0,0,27,2.2,6.6,2.0,1.1,1,0.00,0.02,0.02,0.23,353,131,270,89,300,108,344,122,,,,,,,0.0,0.0,0.02,0.02,0.26,0.0,439,108,175,57,93,27,233,87,1.14,1.14
0.0,0.0,103025,0,0,0,0,0,3,0.0,0.0,0,Riyad,0.0,359,False,Permanent transfer to Al-Ahli,2023-07-31T07:05:47.120993Z,75,103025.jpg,0.0,Mahrez,0.1,False,,u,13,43,0,0,0,4833,140,0.0,0.0,Mahrez,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,701,300,701,300,701,300,701,300,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,21,13,698,299,699,299,490,171,0.0,0.0
,,88248,-1,1,-1,1,0,1,1.0,1.0,0,Stefan,0.0,361,False,,,39,88248.jpg,0.0,Ortega Moreno,0.6,False,,a,13,43,0,9116,6187,20293,2125,0.0,0.0,Ortega Moreno,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,377,23,356,6,323,2,384,23,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,700,84,379,23,379,23,201,27,0.0,0.0
0.0,0.0,482769,0,0,-1,1,0,3,0.0,0.0,0,Máximo,0.0,363,False,Season-long loan to UD Las Palmas,2023-08-25T08:39:41.545276Z,44,482769.jpg,0.0,Perrone,0.0,False,,u,13,43,0,332,0,1618,146,0.0,0.0,Perrone,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,539,200,528,199,507,191,546,203,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,563,292,546,204,547,204,605,240,0.0,0.0
,,155405,0,0,-1,1,0,3,1.2,1.2,1,Kalvin,0.2,364,False,,,49,155405.jpg,1.0,Phillips,0.0,False,,a,13,43,1,410,63,2011,134,0.0,0.2,Phillips,6,0,0,0,0,0,0,0,0,0,0,0,6,4.2,0.9,0.0,0.5,0,0.00,0.01,0.01,0.00,336,147,321,162,622,248,365,166,,,,,,,0.0,0.0,0.15,0.15,0.0,0.0,262,172,367,170,320,141,522,191,0.0,0.0
,,220566,0,0,2,-2,1,3,7.8,7.8,1,Rodrigo,6.8,365,False,,,57,220566.jpg,6.8,Hernandez,12.6,False,,a,13,43,27,912048,37858,222450,54081,1.2,4.7,Rodrigo,345,2,1,2,2,0,0,0,1,0,0,5,107,150.4,55.3,103.0,30.9,4,0.77,0.41,1.18,2.77,8,3,82,56,35,22,25,17,,,,,,,0.2,0.0,0.11,0.31,0.72,0.52,87,54,10,7,11,7,32,12,1.04,0.52
,,437468,0,0,-1,1,0,2,2.0,2.0,4,Sergio,1.0,366,False,,,39,437468.jpg,4.0,Gómez,0.9,False,,a,13,43,4,21038,12386,30708,3058,0.3,1.0,Sergio Gómez,14,0,1,0,0,0,0,0,0,0,0,0,15,19.4,14.3,2.0,3.6,0,0.00,0.08,0.08,0.00,259,102,221,64,287,99,284,104,,,,,,,0.0,0.0,0.51,0.51,0.0,0.0,703,229,239,75,66,16,174,64,0.0,0.0
,,164484,0,0,0,0,0,1,1.0,1.0,0,Zack,0.0,367,False,,,40,164484.jpg,0.0,Steffen,0.1,False,,a,13,43,0,818,53,3142,302,0.0,0.0,Steffen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,409,44,392,28,359,24,417,44,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,618,54,412,43,413,44,383,56,0.0,0.0
75.0,75.0,97299,0,0,-2,2,0,2,0.8,0.8,0,John,0.0,368,False,Muscle injury - 75% chance of playing,2023-08-18T14:00:10.338568Z,53,97299.jpg,0.0,Stones,5.3,False,,d,13,43,0,20249,795,1898571,23885,0.0,0.0,Stones,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,673,228,672,228,667,228,676,228,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,148,10,673,227,674,227,72,28,0.0,0.0
,,58621,0,0,2,-2,0,2,5.0,5.0,2,Kyle,4.0,369,False,,,52,58621.jpg,4.0,Walker,11.7,False,,a,13,43,16,751449,42640,117239,24399,0.8,3.1,Walker,360,0,0,2,2,0,0,0,0,0,0,0,85,37.6,82.6,21.0,14.2,4,0.04,0.55,0.59,2.77,205,80,41,11,164,36,109,28,,,,,,,0.01,0.0,0.14,0.15,0.69,0.5,158,13,59,14,73,20,36,12,1.0,0.5
100.0,100.0,465351,0,0,0,0,0,3,1.2,1.2,0,Matheus Luiz,0.2,566,False,,2023-08-19T18:00:07.522141Z,50,465351.jpg,0.5,Nunes,0.1,False,,a,13,43,1,6534,588,15060,1183,0.0,0.2,Matheus N.,180,0,0,0,5,0,0,0,0,1,0,0,15,29.4,45.8,14.0,8.9,2,0.05,0.25,0.30,3.73,230,91,103,71,204,106,192,93,,,,,,,0.02,0.0,0.12,0.14,1.86,2.5,219,139,372,174,377,177,358,109,1.0,0.0
,,477424,0,0,1,-1,0,2,3.2,3.2,0,Joško,2.2,616,False,,,51,477424.jpg,3.0,Gvardiol,6.3,False,,a,13,43,9,382700,8640,141317,38846,0.4,1.8,Gvardiol,191,0,0,1,1,0,0,0,0,0,0,0,45,33.4,32.8,2.0,6.8,2,0.00,0.05,0.05,1.09,219,88,136,34,312,110,233,80,,,,,,,0.0,0.0,0.02,0.02,0.51,0.47,164,18,147,46,122,35,64,24,0.94,0.47
,,248875,0,0,0,0,0,3,2.0,2.0,2,Jérémy,1.0,678,False,,,65,248875.jpg,2.0,Doku,0.1,False,,a,13,43,2,7733,1679,2237,816,0.2,0.3,Doku,75,0,0,0,1,0,0,0,0,0,0,0,9,12.0,6.8,0.0,1.9,1,0.00,0.01,0.01,1.45,287,123,268,143,696,297,328,148,,,,,,,0.0,0.0,0.01,0.01,1.74,1.2,50,28,275,127,199,89,443,143,1.2,0.0
0.0,0.0,184341,0,0,-2,2,0,3,0.0,0.0,0,Mason,1.2,209,False,Knock - Expected back 16 Sep,2023-08-22T20:00:06.396065Z,68,184341.jpg,2.5,Mount,1.2,False,,i,14,1,5,10847,77,227678,10748,0.2,0.7,Mount,151,0,0,1,2,0,0,0,0,0,0,0,16,11.0,30.0,2.0,4.3,2,0.00,0.05,0.05,2.93,292,126,146,90,317,157,276,121,4.0,,,,,,0.0,0.0,0.03,0.03,1.75,1.19,37,22,238,110,155,66,148,49,1.19,0.6
0.0,0.0,152590,0,0,0,0,0,2,0.0,0.0,0,Alex,0.0,370,False,Permanent transfer to Al Nassr,2023-07-24T09:56:30.018038Z,45,152590.jpg,0.0,Telles,0.0,False,,u,14,1,0,0,0,587,19,0.0,0.0,Alex Telles,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,551,216,547,215,529,208,558,216,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,355,59,558,215,559,215,661,221,0.0,0.0
0.0,0.0,493250,0,0,-1,1,0,3,0.0,0.0,0,Amad,0.0,371,False,Knee injury - Expected back 16 Sep,2023-08-07T17:30:06.162100Z,44,493250.jpg,0.0,Diallo,0.0,False,,i,14,1,0,198,29,2156,131,0.0,0.0,Amad,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,542,202,532,201,511,193,549,205,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,568,295,549,206,550,206,553,209,0.0,0.0
,,467169,0,0,-1,1,0,3,2.5,2.0,2,Antony Matheus,2.0,372,False,,,69,467169.jpg,2.0,dos Santos,1.0,False,,a,14,1,8,14239,1024,58025,3858,0.3,1.2,Antony,308,0,0,1,4,0,0,0,1,0,0,0,31,33.6,96.8,63.0,19.3,4,0.67,0.62,1.29,5.45,218,87,28,20,63,36,61,40,,,,,,,0.2,0.0,0.18,0.38,1.59,1.17,35,21,170,75,200,90,167,53,1.17,0.29
,,141746,0,0,0,0,1,3,5.0,4.5,2,Bruno,4.5,373,False,,,85,141746.jpg,4.5,Borges Fernandes,21.8,False,,a,14,1,18,303144,23454,720111,59807,0.5,2.1,B.Fernandes,360,1,1,1,7,0,0,0,2,0,0,3,75,129.0,188.6,85.0,40.1,4,2.00,1.76,3.76,7.58,20,9,6,6,45,26,12,9,2.0,,3.0,,1.0,,0.5,0.0,0.44,0.94,1.9,1.75,8,6,48,23,59,28,16,7,1.0,0.25
0.0,0.0,232937,0,0,0,0,0,2,0.0,0.0,0,Brandon,0.0,374,False,Season-long loan to Ipswich Town,2023-08-25T08:38:04.574841Z,40,232937.jpg,0.0,Williams,0.1,False,,u,14,1,0,1224,0,7779,697,0.0,0.0,B.Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,433,162,417,159,385,140,441,163,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,645,190,436,156,437,156,397,150,0.0,0.0
,,197365,0,0,0,0,0,2,0.5,0.0,0,Eric,0.0,375,False,,,40,197365.jpg,0.0,Bailly,0.2,False,,a,14,1,0,2749,415,6859,535,0.0,0.0,Bailly,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,415,152,398,149,366,130,423,153,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,625,179,418,146,419,146,324,125,0.0,0.0
,,61256,0,0,-1,1,0,3,4.0,3.5,2,Carlos Henrique,3.5,376,False,,,54,61256.jpg,3.5,Casimiro,4.0,False,,a,14,1,14,56412,5382,155658,13098,0.6,2.6,Casemiro,360,1,0,1,7,0,0,0,0,0,0,0,60,126.6,40.4,90.0,25.7,4,1.49,0.18,1.67,7.58,21,10,113,77,44,25,38,26,,,,,,,0.37,0.0,0.04,0.41,1.9,1.75,124,73,80,36,95,43,87,25,1.0,0.25
,,216051,0,0,-1,1,0,2,1.3,0.8,1,Diogo,0.8,377,False,,,49,216051.jpg,1.0,Dalot Teixeira,1.2,False,,a,14,1,3,17494,2186,87825,4191,0.2,0.6,Dalot,204,0,0,0,6,0,0,0,0,0,0,0,31,38.2,10.1,9.0,5.7,2,0.03,0.11,0.14,4.06,199,79,255,82,225,70,249,87,,,,,,,0.01,0.0,0.05,0.06,1.79,2.65,283,31,287,96,325,114,149,55,0.88,0.0
,,80607,0,0,-1,1,0,3,5.0,4.5,7,Christian,4.5,379,False,,,59,80607.jpg,4.5,Eriksen,0.5,False,,a,14,1,18,10354,2731,19750,1285,0.8,3.1,Eriksen,226,1,1,0,6,0,0,0,0,0,0,4,68,92.6,57.8,37.0,18.8,2,0.34,0.18,0.52,5.14,51,22,71,50,108,65,68,44,3.0,,1.0,,,,0.14,0.0,0.07,0.21,2.05,2.39,71,43,46,21,57,26,217,68,0.8,0.0
0.0,,515501,0,0,0,0,0,2,0.0,0.0,0,Álvaro,0.0,380,False,Season-long loan to Granada CF,2023-09-02T08:57:43.838494Z,40,515501.jpg,0.0,Fernández Carreras,0.3,False,,u,14,1,0,5187,68,13642,3613,0.0,0.0,Fernandez,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,470,183,454,180,425,164,477,183,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,691,220,475,179,476,179,288,112,0.0,0.0
0.0,0.0,101582,0,0,0,0,0,3,0.0,0.0,0,Frederico,0.0,381,False,Permanent transfer to Fenerbahce,2023-08-14T03:59:16.804199Z,50,101582.jpg,0.0,Rodrigues de Paula Santos,0.1,False,,u,14,1,0,322,0,9555,297,0.0,0.0,Fred,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,651,268,647,266,641,260,655,268,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,176,107,652,268,653,268,489,170,0.0,0.0
,,493105,0,0,-1,1,0,3,2.0,1.5,1,Alejandro,1.5,382,False,,,49,493105.jpg,2.0,Garnacho,1.6,False,,a,14,1,6,33226,2116,128947,8659,0.3,1.2,Garnacho,138,0,0,1,3,0,0,0,0,0,0,0,13,7.4,16.2,57.0,7.8,2,0.33,0.09,0.42,3.18,321,139,204,116,76,42,214,100,,,,,,,0.22,0.0,0.06,0.28,2.07,1.96,305,203,199,90,188,81,135,45,1.3,0.65
,,465527,0,0,-1,1,0,3,0.5,0.0,0,Hannibal,0.0,383,False,,,44,465527.jpg,0.0,Mejbri,0.1,False,,a,14,1,0,1615,123,2625,191,0.0,0.0,Hannibal,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,536,198,525,197,503,188,543,201,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,556,286,543,202,544,202,481,165,0.0,0.0
0.0,0.0,21205,0,0,0,0,0,1,0.0,0.0,0,Tom,0.0,384,False,Calf injury - Unknown return date,2023-08-11T13:00:07.024643Z,40,21205.jpg,0.0,Heaton,0.1,False,,i,14,1,0,311,41,4324,266,0.0,0.0,Heaton,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,382,27,361,10,328,6,389,27,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,584,36,385,27,385,27,417,60,0.0,0.0
,,184667,0,0,0,0,0,2,1.3,0.8,1,Victor,0.8,386,False,,,45,184667.jpg,1.0,Lindelöf,0.2,False,,a,14,1,3,2846,707,5839,464,0.2,0.7,Lindelof,173,0,0,0,1,0,0,0,1,0,0,0,20,29.0,21.4,4.0,5.5,1,0.00,0.02,0.02,3.82,233,93,184,50,265,91,252,88,,,,,,,0.0,0.0,0.01,0.01,1.99,0.52,370,70,279,92,294,104,332,128,0.52,0.0
100.0,100.0,95658,-1,1,-2,2,0,2,0.5,0.0,0,Harry,0.0,387,False,,2023-08-25T17:00:07.680590Z,43,95658.jpg,0.0,Maguire,0.3,False,,a,14,1,0,3444,625,26744,1581,0.0,0.0,Maguire,23,0,0,0,2,0,0,0,0,0,0,0,3,1.2,0.5,0.0,0.2,0,0.00,0.00,0.00,1.20,363,133,335,121,436,172,375,135,,,,,,,0.0,0.0,0.0,0.0,4.7,7.83,576,155,485,187,486,187,263,102,0.0,0.0
0.0,0.0,516895,0,0,-1,1,0,3,0.0,0.0,0,Kobbie,0.0,388,False,Ankle injury - Unknown return date,2023-08-06T23:30:05.871870Z,44,516895.jpg,0.0,Mainoo,0.0,False,,i,14,1,0,237,43,1471,90,0.0,0.0,Mainoo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,544,204,534,203,514,195,551,207,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,572,298,551,208,552,208,599,236,0.0,0.0
0.0,0.0,222690,0,0,-1,1,0,2,0.0,0.0,0,Tyrell,0.0,389,False,Knock - Expected back 16 Sep,2023-08-06T23:30:05.886466Z,44,222690.jpg,0.0,Malacia,0.0,False,,i,14,1,0,191,27,3391,179,0.0,0.0,Malacia,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,517,209,504,207,482,198,524,209,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,531,144,525,208,526,208,544,194,0.0,0.0
100.0,100.0,148225,0,0,0,0,0,4,1.5,1.0,2,Anthony,1.0,390,False,,2023-08-06T23:30:05.902302Z,65,148225.jpg,1.3,Martial,0.3,False,,a,14,1,4,7671,1090,12354,1362,0.2,0.6,Martial,130,0,0,0,3,0,0,0,0,0,0,0,12,10.0,36.3,28.0,7.4,2,0.09,0.03,0.12,2.14,299,34,124,14,131,31,224,30,,,,,2.0,,0.06,0.0,0.02,0.08,1.48,2.08,48,18,274,38,248,38,271,47,1.38,0.0
75.0,100.0,221820,0,0,-1,1,0,2,0.5,0.2,1,Lisandro,0.2,391,False,Foot injury - 75% chance of playing,2023-09-04T05:00:08.139220Z,49,221820.jpg,0.2,Martínez,5.3,False,,d,14,1,1,60048,7908,261598,19994,0.0,0.2,Martinez,291,0,0,0,5,1,0,0,2,0,0,0,50,50.0,32.2,2.0,8.4,4,0.00,0.07,0.07,4.35,161,67,138,35,309,109,199,64,,,,,,,0.0,0.0,0.02,0.02,1.35,1.55,287,32,370,129,378,129,73,29,1.24,0.0
,,195851,0,0,-1,1,0,3,1.0,0.5,0,Scott,0.5,392,False,,,49,195851.jpg,1.0,McTominay,0.1,False,,a,14,1,2,595,58,2951,220,0.1,0.4,McTominay,7,0,0,0,0,0,0,0,0,0,0,0,7,10.8,10.4,0.0,2.2,0,0.00,0.00,0.00,0.48,293,127,252,135,629,253,321,142,,,,,,,0.0,0.0,0.0,0.0,6.17,0.0,276,183,322,145,323,144,467,159,0.0,0.0
